timestamp,facility_id,device_id,energy_kwh,operational_load,temperature_c,utilization_percent
2026-05-01 10:00:00,3,8,75.68,71.95,32.39,71.69
2026-05-01 10:00:00,3,9,38.09,81.9,32.39,81.6
2026-05-01 10:00:00,4,10,81.8,85.29,32.39,84.05
2026-05-01 10:00:00,4,11,59.78,86.88,32.39,82.13
2026-05-01 10:00:00,4,12,73.48,78.15,32.39,76.28
2026-05-01 11:00:00,1,1,95.0,83.33,32.43,79.44
2026-05-01 11:00:00,1,2,61.88,88.37,32.43,85.55
2026-05-01 11:00:00,1,3,31.11,80.28,32.43,77.09
2026-05-01 11:00:00,2,4,102.34,86.73,32.43,87.44
2026-05-01 11:00:00,2,5,72.23,79.43,32.43,83.08
2026-05-01 11:00:00,2,6,36.7,78.09,32.43,79.79
2026-05-01 11:00:00,3,7,124.04,75.88,32.43,77.02
2026-05-01 11:00:00,3,8,75.66,81.94,32.43,82.62
2026-05-01 11:00:00,3,9,42.71,66.99,32.43,72.95
2026-05-01 11:00:00,4,10,80.91,78.32,32.43,84.37
2026-05-01 11:00:00,4,11,60.31,78.74,32.43,84.1
2026-05-01 11:00:00,4,12,74.35,89.75,32.43,88.35
2026-05-01 12:00:00,1,1,97.43,80.16,33.62,73.21
2026-05-01 12:00:00,1,2,62.95,76.52,33.62,74.92
2026-05-01 12:00:00,1,3,31.34,70.83,33.62,70.35
2026-05-01 12:00:00,2,4,107.66,72.51,33.62,72.04
2026-05-01 12:00:00,2,5,73.92,74.03,33.62,77.22
2026-05-01 12:00:00,2,6,35.37,70.06,33.62,75.97
2026-05-01 12:00:00,3,7,125.7,74.55,33.62,77.59
2026-05-01 12:00:00,3,8,78.74,84.91,33.62,81.29
2026-05-01 12:00:00,3,9,43.35,82.7,33.62,80.13
2026-05-01 12:00:00,4,10,78.17,76.32,33.62,79.55
2026-05-01 12:00:00,4,11,57.46,82.68,33.62,79.99
2026-05-01 12:00:00,4,12,73.7,77.87,33.62,79.51
2026-05-01 13:00:00,1,1,108.81,86.86,36.5,83.71
2026-05-01 13:00:00,1,2,70.38,79.2,36.5,81.22
2026-05-01 13:00:00,1,3,33.79,91.67,36.5,87.42
2026-05-01 13:00:00,2,4,127.71,85.57,36.5,84.66
2026-05-01 13:00:00,2,5,84.81,81.9,36.5,85.04
2026-05-01 13:00:00,2,6,39.79,97.11,36.5,92.5
2026-05-01 13:00:00,3,7,140.16,76.44,36.5,80.77
2026-05-01 13:00:00,3,8,85.79,86.59,36.5,95.94
2026-05-01 13:00:00,3,9,45.24,92.19,36.5,92.8
2026-05-01 13:00:00,4,10,90.96,93.74,36.5,88.03
2026-05-01 13:00:00,4,11,66.38,93.2,36.5,88.83
2026-05-01 13:00:00,4,12,80.55,88.13,36.5,85.32
2026-05-01 14:00:00,1,1,100.47,73.51,33.58,81.9
2026-05-01 14:00:00,1,2,70.22,83.29,33.58,79.44
2026-05-01 14:00:00,1,3,33.99,72.69,33.58,79.69
2026-05-01 14:00:00,2,4,120.2,82.19,33.58,84.54
2026-05-01 14:00:00,2,5,86.17,87.63,33.58,85.63
2026-05-01 14:00:00,2,6,39.43,74.4,33.58,79.06
2026-05-01 14:00:00,3,7,134.57,92.46,33.58,91.4
2026-05-01 14:00:00,3,8,85.25,97.05,33.58,89.66
2026-05-01 14:00:00,3,9,45.28,95.21,33.58,100
2026-05-01 14:00:00,4,10,88.83,82.93,33.58,82.75
2026-05-01 14:00:00,4,11,60.92,87.71,33.58,88.98
2026-05-01 14:00:00,4,12,77.08,85.73,33.58,82.62
2026-05-01 15:00:00,1,1,104.7,89.74,34.33,92.7
2026-05-01 15:00:00,1,2,73.17,92.4,34.33,94.88
2026-05-01 15:00:00,1,3,33.24,79.83,34.33,84.54
2026-05-01 15:00:00,2,4,129.64,70.33,34.33,71.42
2026-05-01 15:00:00,2,5,81.19,82.47,34.33,81.02
2026-05-01 15:00:00,2,6,41.48,75.5,34.33,80.29
2026-05-01 15:00:00,3,7,138.61,86.57,34.33,92.29
2026-05-01 15:00:00,3,8,88.01,92.08,34.33,93.0
2026-05-01 15:00:00,3,9,46.06,87.5,34.33,89.18
2026-05-01 15:00:00,4,10,91.19,88.69,34.33,91.0
2026-05-01 15:00:00,4,11,66.62,91.61,34.33,92.61
2026-05-01 15:00:00,4,12,77.23,83.7,34.33,93.36
2026-05-01 16:00:00,1,1,107.65,89.26,33.38,91.5
2026-05-01 16:00:00,1,2,72.49,80.41,33.38,79.38
2026-05-01 16:00:00,1,3,33.3,76.63,33.38,76.99
2026-05-01 16:00:00,2,4,118.43,95.01,33.38,90.37
2026-05-01 16:00:00,2,5,81.88,80.9,33.38,81.78
2026-05-01 16:00:00,2,6,38.59,83.12,33.38,84.24
2026-05-01 16:00:00,3,7,135.95,81.7,33.38,82.97
2026-05-01 16:00:00,3,8,86.39,82.75,33.38,84.78
2026-05-01 16:00:00,3,9,43.19,75.11,33.38,81.47
2026-05-01 16:00:00,4,10,92.02,80.2,33.38,85.55
2026-05-01 16:00:00,4,11,62.96,86.98,33.38,90.04
2026-05-01 16:00:00,4,12,77.45,80.43,33.38,85.35
2026-05-01 17:00:00,1,1,119.28,96.75,33.32,100
2026-05-01 17:00:00,1,2,81.15,93.72,33.32,100
2026-05-01 17:00:00,1,3,39.74,92.4,33.32,93.72
2026-05-01 17:00:00,2,4,128.99,99.67,33.32,99.33
2026-05-01 17:00:00,2,5,88.53,89.15,33.32,89.23
2026-05-01 17:00:00,2,6,44.01,84.68,33.32,90.73
2026-05-01 17:00:00,3,7,145.87,100,33.32,100
2026-05-01 17:00:00,3,8,99.02,97.11,33.32,95.52
2026-05-01 17:00:00,3,9,49.97,97.02,33.32,96.24
2026-05-01 17:00:00,4,10,101.57,92.76,33.32,94.79
2026-05-01 17:00:00,4,11,72.11,95.98,33.32,96.05
2026-05-01 17:00:00,4,12,93.15,91.9,33.32,100
2026-05-01 18:00:00,1,1,109.4,98.13,31.24,93.74
2026-05-01 18:00:00,1,2,74.56,94.98,31.24,93.47
2026-05-01 18:00:00,1,3,38.34,94.15,31.24,93.84
2026-05-01 18:00:00,2,4,122.95,91.55,31.24,94.64
2026-05-01 18:00:00,2,5,96.77,100,31.24,96.51
2026-05-01 18:00:00,2,6,44.59,86.22,31.24,89.9
2026-05-01 18:00:00,3,7,139.94,100,31.24,95.48
2026-05-01 18:00:00,3,8,95.31,90.23,31.24,94.6
2026-05-01 18:00:00,3,9,50.34,85.92,31.24,92.34
2026-05-01 18:00:00,4,10,91.44,88.14,31.24,89.7
2026-05-01 18:00:00,4,11,71.14,95.53,31.24,97.26
2026-05-01 18:00:00,4,12,89.7,100,31.24,100
2026-05-01 19:00:00,1,1,114.17,97.9,31.21,96.4
2026-05-01 19:00:00,1,2,74.53,89.32,31.21,88.5
2026-05-01 19:00:00,1,3,38.98,95.1,31.21,92.95
2026-05-01 19:00:00,2,4,126.2,95.06,31.21,100
2026-05-01 19:00:00,2,5,96.58,91.15,31.21,95.86
2026-05-01 19:00:00,2,6,47.35,91.13,31.21,92.14
2026-05-01 19:00:00,3,7,139.92,95.07,31.21,90.89
2026-05-01 19:00:00,3,8,91.1,98.51,31.21,97.61
2026-05-01 19:00:00,3,9,53.53,93.49,31.21,93.23
2026-05-01 19:00:00,4,10,95.81,98.17,31.21,100
2026-05-01 19:00:00,4,11,68.18,97.43,31.21,98.99
2026-05-01 19:00:00,4,12,94.07,98.15,31.21,99.55
2026-05-01 20:00:00,1,1,100.38,98.61,27.57,100
2026-05-01 20:00:00,1,2,72.05,98.37,27.57,94.61
2026-05-01 20:00:00,1,3,39.81,98.42,27.57,98.73
2026-05-01 20:00:00,2,4,110.98,100,27.57,100
2026-05-01 20:00:00,2,5,84.28,81.19,27.57,84.23
2026-05-01 20:00:00,2,6,44.61,100,27.57,100
2026-05-01 20:00:00,3,7,132.38,88.88,27.57,93.77
2026-05-01 20:00:00,3,8,96.99,96.99,27.57,96.9
2026-05-01 20:00:00,3,9,52.83,100,27.57,100
2026-05-01 20:00:00,4,10,85.46,98.93,27.57,100
2026-05-01 20:00:00,4,11,66.55,100,27.57,100
2026-05-01 20:00:00,4,12,91.91,100,27.57,99.58
2026-05-01 21:00:00,1,1,68.33,64.16,29.01,63.89
2026-05-01 21:00:00,1,2,50.1,73.66,29.01,71.54
2026-05-01 21:00:00,1,3,23.54,63.24,29.01,62.4
2026-05-01 21:00:00,2,4,73.76,51.46,29.01,51.7
2026-05-01 21:00:00,2,5,61.29,61.72,29.01,66.1
2026-05-01 21:00:00,2,6,29.54,70.75,29.01,69.05
2026-05-01 21:00:00,3,7,82.77,69.48,29.01,68.16
2026-05-01 21:00:00,3,8,63.12,61.39,29.01,62.32
2026-05-01 21:00:00,3,9,33.65,64.86,29.01,70.74
2026-05-01 21:00:00,4,10,65.07,58.78,29.01,57.22
2026-05-01 21:00:00,4,11,46.31,64.3,29.01,68.29
2026-05-01 21:00:00,4,12,55.61,69.22,29.01,64.94
2026-05-01 22:00:00,1,1,65.4,62.72,26.62,61.82
2026-05-01 22:00:00,1,2,43.83,72.24,26.62,67.03
2026-05-01 22:00:00,1,3,27.72,63.3,26.62,64.84
2026-05-01 22:00:00,2,4,76.16,63.44,26.62,68.42
2026-05-01 22:00:00,2,5,54.05,64.32,26.62,62.52
2026-05-01 22:00:00,2,6,28.49,73.95,26.62,69.64
2026-05-01 22:00:00,3,7,76.6,57.79,26.62,59.99
2026-05-01 22:00:00,3,8,61.92,62.43,26.62,62.12
2026-05-01 22:00:00,3,9,34.76,63.06,26.62,58.04
2026-05-01 22:00:00,4,10,50.0,66.97,26.62,59.68
2026-05-01 22:00:00,4,11,41.91,62.31,26.62,63.03
2026-05-01 22:00:00,4,12,64.25,62.33,26.62,59.7
2026-05-01 23:00:00,1,1,131.79,64.3,26.88,68.0
2026-05-01 23:00:00,1,2,45.85,62.17,26.88,62.91
2026-05-01 23:00:00,1,3,25.48,58.19,26.88,60.27
2026-05-01 23:00:00,2,4,75.06,59.73,26.88,64.84
2026-05-01 23:00:00,2,5,55.99,60.17,26.88,64.59
2026-05-01 23:00:00,2,6,28.34,56.8,26.88,60.72
2026-05-01 23:00:00,3,7,78.85,68.37,26.88,65.17
2026-05-01 23:00:00,3,8,65.84,57.08,26.88,61.24
2026-05-01 23:00:00,3,9,33.76,62.02,26.88,62.43
2026-05-01 23:00:00,4,10,54.18,66.51,26.88,64.41
2026-05-01 23:00:00,4,11,85.85,69.97,26.88,68.21
2026-05-01 23:00:00,4,12,61.95,54.27,26.88,54.28
2026-05-02 00:00:00,1,1,25.93,30.02,24.94,29.81
2026-05-02 00:00:00,1,2,25.03,18.51,24.94,24.14
2026-05-02 00:00:00,1,3,10.71,30.19,24.94,29.64
2026-05-02 00:00:00,2,4,28.2,41.32,24.94,36.89
2026-05-02 00:00:00,2,5,19.94,28.49,24.94,30.96
2026-05-02 00:00:00,2,6,12.03,24.3,24.94,25.65
2026-05-02 00:00:00,3,7,37.7,35.98,24.94,31.82
2026-05-02 00:00:00,3,8,31.58,29.03,24.94,32.8
2026-05-02 00:00:00,3,9,17.49,27.64,24.94,30.33
2026-05-02 00:00:00,4,10,24.06,31.89,24.94,31.51
2026-05-02 00:00:00,4,11,16.34,25.09,24.94,29.71
2026-05-02 00:00:00,4,12,27.08,25.02,24.94,20.43
2026-05-02 01:00:00,1,1,24.36,22.02,23.72,23.62
2026-05-02 01:00:00,1,2,20.27,26.11,23.72,24.91
2026-05-02 01:00:00,1,3,11.49,28.93,23.72,30.55
2026-05-02 01:00:00,2,4,34.06,28.46,23.72,29.86
2026-05-02 01:00:00,2,5,28.39,17.02,23.72,21.47
2026-05-02 01:00:00,2,6,13.41,23.42,23.72,31.64
2026-05-02 01:00:00,3,7,28.42,29.73,23.72,31.7
2026-05-02 01:00:00,3,8,31.95,31.75,23.72,31.04
2026-05-02 01:00:00,3,9,16.58,23.7,23.72,26.16
2026-05-02 01:00:00,4,10,23.06,25.54,23.72,23.9
2026-05-02 01:00:00,4,11,18.09,27.61,23.72,28.46
2026-05-02 01:00:00,4,12,29.76,17.6,23.72,21.67
2026-05-02 02:00:00,1,1,26.12,24.15,23.92,27.1
2026-05-02 02:00:00,1,2,20.65,24.18,23.92,21.66
2026-05-02 02:00:00,1,3,10.78,34.68,23.92,31.8
2026-05-02 02:00:00,2,4,35.65,19.51,23.92,27.31
2026-05-02 02:00:00,2,5,21.58,27.5,23.92,22.55
2026-05-02 02:00:00,2,6,14.28,21.58,23.92,22.01
2026-05-02 02:00:00,3,7,29.19,22.35,23.92,25.69
2026-05-02 02:00:00,3,8,27.04,34.66,23.92,32.5
2026-05-02 02:00:00,3,9,19.19,31.43,23.92,29.27
2026-05-02 02:00:00,4,10,27.2,34.36,23.92,33.37
2026-05-02 02:00:00,4,11,15.49,34.13,23.92,33.28
2026-05-02 02:00:00,4,12,27.1,30.19,23.92,26.24
2026-05-02 03:00:00,1,1,28.49,16.05,25.92,19.86
2026-05-02 03:00:00,1,2,22.04,33.62,25.92,29.3
2026-05-02 03:00:00,1,3,11.12,33.62,25.92,36.98
2026-05-02 03:00:00,2,4,31.21,21.03,25.92,19.56
2026-05-02 03:00:00,2,5,20.77,34.66,25.92,37.82
2026-05-02 03:00:00,2,6,13.75,14.26,25.92,16.05
2026-05-02 03:00:00,3,7,38.41,20.67,25.92,20.67
2026-05-02 03:00:00,3,8,33.17,26.06,25.92,26.68
2026-05-02 03:00:00,3,9,17.17,21.1,25.92,20.83
2026-05-02 03:00:00,4,10,21.93,35.53,25.92,32.1
2026-05-02 03:00:00,4,11,20.59,27.16,25.92,27.7
2026-05-02 03:00:00,4,12,27.48,25.17,25.92,25.21
2026-05-02 04:00:00,1,1,27.59,34.33,25.78,37.55
2026-05-02 04:00:00,1,2,18.88,19.99,25.78,21.71
2026-05-02 04:00:00,1,3,13.75,38.69,25.78,33.9
2026-05-02 04:00:00,2,4,31.33,28.76,25.78,29.04
2026-05-02 04:00:00,2,5,29.96,23.15,25.78,28.0
2026-05-02 04:00:00,2,6,14.36,35.51,25.78,31.53
2026-05-02 04:00:00,3,7,36.71,27.05,25.78,26.54
2026-05-02 04:00:00,3,8,32.22,22.13,25.78,25.09
2026-05-02 04:00:00,3,9,15.29,25.02,25.78,22.64
2026-05-02 04:00:00,4,10,23.88,43.37,25.78,34.06
2026-05-02 04:00:00,4,11,22.03,22.23,25.78,23.01
2026-05-02 04:00:00,4,12,30.5,22.83,25.78,28.41
2026-05-02 05:00:00,1,1,29.9,29.3,25.87,28.42
2026-05-02 05:00:00,1,2,19.21,17.97,25.87,22.93
2026-05-02 05:00:00,1,3,11.45,17.37,25.87,24.4
2026-05-02 05:00:00,2,4,30.07,25.5,25.87,29.89
2026-05-02 05:00:00,2,5,23.79,28.6,25.87,22.22
2026-05-02 05:00:00,2,6,14.41,29.62,25.87,28.47
2026-05-02 05:00:00,3,7,36.03,18.29,25.87,30.26
2026-05-02 05:00:00,3,8,28.0,35.39,25.87,28.7
2026-05-02 05:00:00,3,9,15.94,35.65,25.87,33.26
2026-05-02 05:00:00,4,10,22.19,27.98,25.87,21.79
2026-05-02 05:00:00,4,11,19.07,22.9,25.87,18.28
2026-05-02 05:00:00,4,12,26.41,32.04,25.87,34.26
2026-05-02 06:00:00,1,1,35.23,27.48,27.15,31.94
2026-05-02 06:00:00,1,2,27.08,36.32,27.15,38.13
2026-05-02 06:00:00,1,3,14.88,35.27,27.15,32.53
2026-05-02 06:00:00,2,4,44.6,32.03,27.15,40.56
2026-05-02 06:00:00,2,5,41.58,50.22,27.15,51.43
2026-05-02 06:00:00,2,6,20.15,44.51,27.15,42.61
2026-05-02 06:00:00,3,7,45.65,47.92,27.15,43.64
2026-05-02 06:00:00,3,8,39.53,38.75,27.15,38.07
2026-05-02 06:00:00,3,9,19.5,30.92,27.15,33.16
2026-05-02 06:00:00,4,10,31.35,28.8,27.15,28.37
2026-05-02 06:00:00,4,11,23.71,37.03,27.15,33.57
2026-05-02 06:00:00,4,12,36.75,37.87,27.15,41.83
2026-05-02 07:00:00,1,1,38.4,25.25,27.85,37.9
2026-05-02 07:00:00,1,2,31.69,42.08,27.85,44.41
2026-05-02 07:00:00,1,3,17.44,49.68,27.85,46.19
2026-05-02 07:00:00,2,4,44.12,28.33,27.85,35.37
2026-05-02 07:00:00,2,5,33.54,35.43,27.85,43.56
2026-05-02 07:00:00,2,6,17.6,27.76,27.85,36.65
2026-05-02 07:00:00,3,7,47.82,34.55,27.85,32.61
2026-05-02 07:00:00,3,8,40.76,38.77,27.85,39.66
2026-05-02 07:00:00,3,9,19.55,32.56,27.85,37.78
2026-05-02 07:00:00,4,10,33.59,46.91,27.85,32.18
2026-05-02 07:00:00,4,11,26.11,34.08,27.85,33.38
2026-05-02 07:00:00,4,12,35.77,32.54,27.85,35.95
2026-05-02 08:00:00,1,1,39.24,35.11,28.75,40.73
2026-05-02 08:00:00,1,2,32.01,52.36,28.75,51.22
2026-05-02 08:00:00,1,3,15.53,43.06,28.75,41.09
2026-05-02 08:00:00,2,4,45.29,54.34,28.75,46.43
2026-05-02 08:00:00,2,5,33.02,45.03,28.75,39.35
2026-05-02 08:00:00,2,6,17.69,33.94,28.75,38.56
2026-05-02 08:00:00,3,7,52.56,41.25,28.75,42.08
2026-05-02 08:00:00,3,8,36.78,35.5,28.75,32.67
2026-05-02 08:00:00,3,9,19.28,41.09,28.75,40.88
2026-05-02 08:00:00,4,10,33.65,34.73,28.75,34.28
2026-05-02 08:00:00,4,11,24.87,32.42,28.75,32.35
2026-05-02 08:00:00,4,12,35.02,53.56,28.75,51.51
2026-05-02 09:00:00,1,1,58.33,52.71,29.0,56.99
2026-05-02 09:00:00,1,2,42.58,49.58,29.0,51.73
2026-05-02 09:00:00,1,3,21.66,49.24,29.0,47.15
2026-05-02 09:00:00,2,4,66.77,49.74,29.0,51.07
2026-05-02 09:00:00,2,5,47.2,58.67,29.0,55.95
2026-05-02 09:00:00,2,6,26.39,50.29,29.0,52.3
2026-05-02 09:00:00,3,7,76.82,49.86,29.0,52.92
2026-05-02 09:00:00,3,8,53.91,49.17,29.0,49.11
2026-05-02 09:00:00,3,9,28.03,59.63,29.0,55.16
2026-05-02 09:00:00,4,10,49.31,59.78,29.0,56.14
2026-05-02 09:00:00,4,11,40.07,54.4,29.0,56.95
2026-05-02 09:00:00,4,12,48.85,54.69,29.0,58.17
2026-05-02 10:00:00,1,1,62.51,54.78,32.83,51.76
2026-05-02 10:00:00,1,2,42.65,57.96,32.83,53.72
2026-05-02 10:00:00,1,3,22.68,64.15,32.83,52.33
2026-05-02 10:00:00,2,4,74.23,47.25,32.83,52.85
2026-05-02 10:00:00,2,5,54.81,60.39,32.83,62.9
2026-05-02 10:00:00,2,6,26.25,62.87,32.83,60.79
2026-05-02 10:00:00,3,7,84.83,50.4,32.83,49.67
2026-05-02 10:00:00,3,8,52.29,49.59,32.83,51.4
2026-05-02 10:00:00,3,9,28.78,51.48,32.83,54.84
2026-05-02 10:00:00,4,10,53.86,62.3,32.83,63.16
2026-05-02 10:00:00,4,11,38.33,54.46,32.83,50.06
2026-05-02 10:00:00,4,12,55.13,53.35,32.83,54.29
2026-05-02 11:00:00,1,1,65.69,57.49,31.17,56.07
2026-05-02 11:00:00,1,2,39.23,48.73,31.17,53.94
2026-05-02 11:00:00,1,3,22.86,62.53,31.17,61.31
